Unnamed: 0,ajb9b3,ajdqnf,amsh7c,bay6g7,cjdk88,ctkbn4,dlokv6,dsdxd8,dtqb7d,elnfhc,habc8,hemmb2,hmnhx4,hnldm2,jac345,jahq76,jdf5g4,jfk535,jhgn9c,jkn7fc,jlgwxc,jlkm94,jmd5h8,jrrgxf,kab5zb,kah89f,kdcncc,kedgm9,krh5f5,lms8m4,lpnb79,mjpg95,mmg9n6,mtf7w2,mwwcn6,ngtp8b,nhm2p3,njd5zf,nm8c7,oro26b,pecxc9,pt7td,rrg3md,sanfz9,sbpc42,smdvw5,tah5z2,tcdzb7,tjdpzd,tlgdq9,vvmmvd,wahbf,wgocnc,zws2p8
habc8,Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5)
hemmb2,Yes (0.9341969999999999),Yes (0.9502790000000001),Yes (0.9604389999999999),Yes (0.9657680000000001),Yes (0.18704),Yes (0.993233),Yes (0.99303),Yes (0.994294),Yes (0.20288399999999998),Yes (0.8793270000000001),Yes (0.18704),Yes (0.5),Yes (0.999051),Yes (0.974002),Yes (0.9850530000000001),Yes (0.18704),Yes (0.99575),Yes (0.972368),Yes (0.974773),Yes (0.9963069999999999),Yes (0.983093),Yes (0.9968030000000001),Yes (0.85745),Yes (0.913272),Yes (0.32970700000000003),Yes (0.947105),Yes (0.997),Yes (0.98216),Yes (0.988554),Yes (0.999713),No(0.021905),Yes (0.9741190000000001),No(0.029901999999999998),Yes (0.18704),Yes (0.917119),Yes (0.18704),Yes (0.583286),Yes (0.965517),Yes (0.466095),Yes (0.6252800000000001),Yes (0.933507),Yes (0.425824),Yes (0.9226260000000001),Yes (0.794545),Yes (0.714933),Yes (0.832198),Yes (0.9972260000000001),Yes (0.9950540000000001),Yes (0.990792),Yes (0.9995870000000001),Yes (0.889301),Yes (0.866291),Yes (0.189028),Yes (0.405545)
hmnhx4,Yes (1.0),Yes (0.540093),No(5.2000000000000004e-05),No(0.02837),No(0.0),Yes (1.0),Yes (0.083973),Yes (0.999999),Yes (0.808593),Yes (0.84391),No(0.0),No(0.002092),Yes (0.5),Yes (0.9990049999999999),Yes (0.9995649999999999),No(0.0),No(0.0006730000000000001),Yes (1.0),No(0.000921),No(0.0),Yes (0.997117),Yes (0.890898),No(0.028776),Yes (0.999984),Yes (1.0),No(0.005231),Yes (0.884993),Yes (0.574821),Yes (0.07170399999999999),No(0.0014869999999999998),No(0.0),Yes (0.261835),No(0.0),No(0.0),Yes (0.385767),No(0.0),Yes (0.999999),Yes (0.9894620000000001),Yes (0.6100300000000001),Yes (0.43851),Yes (0.24817600000000004),Yes (0.106446),Yes (0.159991),Yes (0.9900459999999999),No(0.0),No(0.007492),Yes (0.480062),Yes (0.5687439999999999),Yes (0.22763000000000003),Yes (0.917681),Yes (0.380461),Yes (0.161662),Yes (1.0),No(0.0)
hnldm2,Yes (0.48340200000000005),Yes (0.999908),No(0.021793),No(5e-06),No(0.0),Yes (0.28934099999999996),No(4.1e-05),No(0.037613),Yes (1.0),Yes (0.999999),No(0.0),No(0.006928),Yes (0.426099),Yes (0.5),No(0.00016999999999999999),No(0.0),No(2.8000000000000003e-05),Yes (0.9927229999999999),No(0.0),No(0.00231),Yes (1.0),No(0.0008029999999999999),No(1e-06),Yes (0.8931879999999999),Yes (0.434101),Yes (0.175847),No(4e-06),Yes (0.872556),No(0.000288),No(0.00011499999999999999),No(0.0),No(0.016472),No(3e-06),No(0.0),Yes (0.460629),No(0.0),No(0.009783),Yes (0.811505),Yes (0.813797),Yes (0.380867),Yes (0.48703599999999997),Yes (0.9988049999999999),No(0.044951),Yes (0.244344),No(0.0),No(0.0),Yes (0.248038),No(0.003026),No(0.003783),Yes (0.880448),Yes (0.120673),No(1.3000000000000001e-05),No(0.041359),No(0.0)
jac345,Yes (0.994815),Yes (0.6570600000000001),Yes (0.987089),Yes (0.746486),No(0.0010279999999999998),Yes (0.861084),Yes (0.141844),Yes (0.9999959999999999),No(0.013449000000000001),Yes (0.9127780000000001),No(0.0010279999999999998),Yes (0.9490139999999999),Yes (0.999491),Yes (1.0),Yes (0.5),No(0.0010279999999999998),Yes (0.785131),Yes (0.999808),Yes (0.291082),Yes (0.80055),Yes (0.946976),Yes (0.984851),Yes (0.656953),Yes (0.9997469999999999),Yes (0.9009020000000001),Yes (0.753135),Yes (0.874308),Yes (0.999941),Yes (0.930334),Yes (0.863626),No(0.04725),Yes (0.8840319999999999),No(0.033132999999999996),No(0.0010279999999999998),Yes (0.876014),No(0.0010279999999999998),Yes (0.6830470000000001),Yes (0.99472),Yes (0.711605),Yes (0.858994),Yes (0.994128),No(5e-06),Yes (0.508465),Yes (0.593414),No(0.018101),Yes (0.122801),Yes (0.9695969999999999),Yes (0.7919069999999999),Yes (0.908112),Yes (0.998713),Yes (0.321067),Yes (0.160331),Yes (0.97226),No(0.005065999999999999)
jahq76,Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5)
jdf5g4,Yes (0.989124),Yes (0.9079459999999999),Yes (0.863028),Yes (0.756556),Yes (0.067978),Yes (0.76772),Yes (0.929775),Yes (0.768356),Yes (0.814775),Yes (0.6452319999999999),Yes (0.067978),Yes (0.740688),Yes (0.199695),Yes (0.831807),Yes (0.7969930000000001),Yes (0.067978),Yes (0.5),Yes (0.412992),Yes (0.27927399999999997),Yes (0.554666),Yes (0.931083),Yes (0.709859),Yes (0.520045),Yes (0.9647610000000001),Yes (0.956111),Yes (0.361195),Yes (0.917251),Yes (0.507196),Yes (0.9171239999999999),Yes (0.8566729999999999),Yes (0.156881),Yes (0.95685),No(0.041402),Yes (0.067978),Yes (0.769882),Yes (0.067978),Yes (0.847399),Yes (0.9930530000000001),Yes (0.103854),Yes (0.260029),Yes (0.9833),Yes (0.42514399999999997),Yes (0.726402),Yes (0.780904),No(0.036277),Yes (0.602596),Yes (0.84806),Yes (0.936499),Yes (0.9830450000000001),Yes (0.540227),Yes (0.113998),Yes (0.856449),Yes (0.960225),Yes (0.800817)
jfk535,No(0.0),Yes (1.0),No(0.0),No(0.0),No(0.0),Yes (0.9999969999999999),No(0.0),No(0.0),Yes (1.0),Yes (1.0),No(0.0),No(0.0),No(0.0),Yes (0.802229),No(0.0),No(0.0),No(0.0),Yes (0.5),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),Yes (0.923467),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),Yes (1.0),Yes (0.9947450000000001),Yes (1.0),No(0.0),No(0.0),No(0.0),Yes (1.0),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),Yes (0.999927),No(0.0),No(0.0),No(0.0)
jhgn9c,Yes (1.0),Yes (0.999825),Yes (0.999999),Yes (0.999974),Yes (0.9728120000000001),Yes (0.999302),Yes (0.997326),Yes (0.9999879999999999),Yes (0.9998360000000001),Yes (0.9992719999999999),Yes (0.9728120000000001),Yes (0.999956),Yes (0.9999950000000001),Yes (0.999994),Yes (0.9998),Yes (0.9728120000000001),Yes (0.999502),Yes (0.9904370000000001),Yes (0.5),Yes (0.999976),Yes (0.9997959999999999),Yes (0.9891610000000001),Yes (0.999181),Yes (0.999999),Yes (0.9972270000000001),Yes (0.999865),Yes (0.99982),Yes (0.9963790000000001),Yes (1.0),Yes (1.0),Yes (0.9902629999999999),Yes (0.99939),Yes (0.9915149999999999),Yes (0.9728120000000001),Yes (0.9997870000000001),Yes (0.9728120000000001),Yes (0.995712),Yes (0.9642200000000001),Yes (0.999549),Yes (0.9993790000000001),Yes (0.999994),Yes (0.9998600000000001),Yes (0.9944719999999999),Yes (1.0),Yes (0.998252),Yes (0.843672),Yes (0.974835),Yes (0.9999790000000001),Yes (0.999999),Yes (0.999986),Yes (0.994527),Yes (0.9993219999999999),Yes (0.985599),Yes (0.9941770000000001)
jkn7fc,Yes (0.9999950000000001),Yes (0.999892),Yes (0.999225),Yes (0.999923),Yes (0.961007),Yes (0.999742),Yes (0.9927549999999999),Yes (0.9995709999999999),Yes (0.9989959999999999),Yes (0.9979319999999999),Yes (0.961007),Yes (0.999763),Yes (0.987848),Yes (0.999999),Yes (0.999999),Yes (0.961007),Yes (0.999706),Yes (0.999668),Yes (0.996848),Yes (0.5),Yes (0.9997510000000001),Yes (0.999868),Yes (0.9996459999999999),Yes (0.999994),Yes (0.9999110000000001),Yes (0.999598),Yes (0.9999379999999999),Yes (0.679255),Yes (0.9999620000000001),Yes (0.999993),Yes (0.392081),Yes (0.999505),Yes (0.966657),Yes (0.961007),Yes (0.9998299999999999),Yes (0.961007),Yes (0.9999049999999999),Yes (0.999992),Yes (0.9805969999999999),Yes (0.999999),Yes (1.0),Yes (0.977289),Yes (0.999813),Yes (0.999616),Yes (0.998235),Yes (0.998031),Yes (0.998878),Yes (1.0),Yes (0.999976),Yes (0.99277),Yes (0.992884),Yes (0.999969),Yes (0.999977),Yes (0.999066)
jlgwxc,No(0.0),Yes (0.8387950000000001),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),Yes (0.88302),Yes (0.46306099999999994),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),Yes (0.9999979999999999),No(0.0),No(0.0),Yes (0.5),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),Yes (1.0),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),Yes (0.8246370000000001),No(0.0),No(0.0),No(0.0),Yes (0.483889),Yes (1.0),No(0.0),No(0.0),No(0.0),Yes (1.0),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),Yes (0.9998940000000001),No(0.0),No(0.0),No(0.0)
jlkm94,No(0.007059),Yes (0.367257),Yes (0.311192),Yes (0.124553),No(0.0),Yes (0.9459639999999999),No(6e-06),Yes (0.760713),Yes (0.07724299999999999),Yes (0.074657),No(0.0),No(0.00047300000000000006),Yes (0.9858610000000001),Yes (0.9998540000000001),Yes (0.468149),No(0.0),No(0.008786),Yes (0.662537),No(0.0021420000000000002),Yes (0.154303),Yes (0.999697),Yes (0.5),No(0.001302),Yes (0.940235),Yes (0.070176),Yes (0.9283459999999999),Yes (0.8622190000000001),Yes (0.6930970000000001),No(0.01715),No(0.006852),No(0.0),No(0.021637),No(6e-06),No(0.0),Yes (0.979569),No(0.0),Yes (0.36904499999999996),Yes (0.6886140000000001),Yes (0.126366),Yes (0.9219450000000001),Yes (0.934298),No(1.4999999999999999e-05),Yes (0.06642100000000001),Yes (0.44859499999999997),No(0.000121),No(2.8999999999999997e-05),Yes (0.757744),Yes (0.875215),Yes (0.387879),Yes (0.810735),Yes (0.33321),No(0.000792),No(0.02119),No(0.0)
jmd5h8,Yes (0.99197),Yes (0.9999370000000001),Yes (0.60693),Yes (0.220779),No(0.000517),Yes (0.994654),Yes (0.569673),Yes (0.999999),No(0.035697),Yes (0.9998879999999999),No(0.000517),Yes (0.565157),Yes (1.0),Yes (1.0),Yes (0.964916),No(0.000517),Yes (0.575426),Yes (1.0),Yes (0.220978),Yes (0.370847),Yes (0.9999959999999999),Yes (0.999246),Yes (0.5),Yes (0.991133),Yes (0.9565899999999999),Yes (0.964067),Yes (0.609288),Yes (1.0),Yes (0.178324),Yes (0.057271),No(0.0036780000000000003),Yes (0.798874),No(0.0054280000000000005),No(0.000517),Yes (0.9999979999999999),No(0.000517),Yes (0.9859020000000001),Yes (0.999999),Yes (0.9999979999999999),Yes (1.0),Yes (0.951018),No(0.0009550000000000001),Yes (0.9250700000000001),Yes (0.999999),No(0.016179),Yes (0.10283099999999999),Yes (0.990302),Yes (0.9824959999999999),Yes (0.772633),Yes (1.0),Yes (0.999884),Yes (0.142702),Yes (0.999725),No(0.000884)
jrrgxf,Yes (0.373637),No(0.012619),No(0.0),No(0.0),No(0.0),Yes (0.44439700000000004),No(0.0),No(0.00011399999999999999),No(0.032004000000000005),Yes (0.170558),No(0.0),No(0.0),No(0.00013000000000000002),Yes (0.41453599999999996),Yes (0.11720499999999999),No(0.0),No(0.0),No(1.4000000000000001e-05),No(0.0),No(1e-06),Yes (0.366091),No(9e-06),No(0.0),Yes (0.5),No(0.0012029999999999999),No(0.00035499999999999996),No(0.00021099999999999998),Yes (0.087388),No(0.0),No(0.0),No(0.0),No(1e-06),No(0.0),No(0.0),No(0.000412),No(0.0),No(5e-06),No(0.000323),No(0.026764),No(0.002166),No(3e-06),No(0.0),No(0.0),Yes (1.0),No(0.0),No(0.0),No(0.002739),No(0.000325),No(0.00037),No(0.0),No(0.001855),No(0.0),No(2.7000000000000002e-05),No(0.0)
kab5zb,Yes (0.45308000000000004),No(0.008781),No(0.00345),No(0.0017870000000000002),No(0.0),No(0.048409),No(0.0051140000000000005),Yes (0.131163),No(0.0),Yes (0.154256),No(0.0),No(0.00011),Yes (0.09886),Yes (0.659196),No(0.03117),No(0.0),No(0.004612),Yes (0.639023),No(0.00021),No(0.000285),Yes (0.945118),Yes (0.14415799999999998),No(2e-06),Yes (0.236986),Yes (0.5),Yes (0.9146629999999999),Yes (0.169188),No(0.010912999999999999),No(0.005365999999999999),No(0.001583),No(0.0),No(0.020154),No(0.0),No(0.0),Yes (0.745517),No(0.0),No(0.001607),Yes (0.8003939999999999),No(0.001007),No(0.040319),Yes (0.933147),No(0.0),Yes (0.10649000000000002),Yes (0.241004),No(6e-06),No(7.900000000000001e-05),Yes (0.873863),Yes (0.108581),Yes (0.186473),Yes (0.392608),No(0.001284),No(0.001025),Yes (0.308662),No(0.0)
kah89f,Yes (0.999818),Yes (0.9586389999999999),Yes (0.9476690000000001),Yes (0.734035),No(0.041158999999999994),Yes (0.845482),Yes (0.965356),Yes (0.956837),Yes (0.580465),Yes (0.986389),No(0.041158999999999994),Yes (0.956183),Yes (0.95229),Yes (0.9758100000000001),Yes (0.998201),No(0.041158999999999994),Yes (0.954198),Yes (0.999352),Yes (0.17421099999999998),Yes (0.962463),Yes (0.7556109999999999),Yes (0.9450350000000001),Yes (0.784395),Yes (0.99841),Yes (0.9934299999999999),Yes (0.5),Yes (0.885915),Yes (0.9954059999999999),Yes (0.771271),Yes (0.962356),Yes (0.137653),Yes (0.9145690000000001),No(0.023809),No(0.041158999999999994),Yes (0.743002),No(0.041158999999999994),Yes (0.909968),Yes (0.9900389999999999),Yes (0.864985),Yes (0.953158),Yes (0.9983489999999999),Yes (0.464575),Yes (0.9529),Yes (0.993533),No(0.004579),Yes (0.46842),Yes (0.999275),Yes (0.9974059999999999),Yes (0.999926),Yes (0.776844),Yes (0.27022199999999996),Yes (0.8223530000000001),Yes (0.978507),Yes (0.5579310000000001)
